INDICATOR_CODE,DIAGNOSIS_GROUP_NUMBER,DIAGNOSIS_GROUP_DESCRIPTION,PROVIDER_CODE,PROVIDER_NAME,SPELLS,OBSERVED,EXPECTED
I00699,121,Fracture of upper limb,RJ2,LEWISHAM AND GREENWICH NHS TRUST,923,8,6.8416
I00699,121,Fracture of upper limb,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,756,6,7.5851
I00699,121,Fracture of upper limb,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,491,*,4.0302
I00699,121,Fracture of upper limb,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,947,*,8.3043
I00699,121,Fracture of upper limb,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,1406,7,8.7892
I00699,121,Fracture of upper limb,RPA,MEDWAY NHS FOUNDATION TRUST,529,*,4.9039
I00699,121,Fracture of upper limb,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,366,0,3.9326
I00699,121,Fracture of upper limb,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,969,10,6.8668
I00699,121,Fracture of upper limb,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2189,*,10.4196
I00699,121,Fracture of upper limb,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,427,*,3.1938
I00699,121,Fracture of upper limb,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,751,*,7.1857
I00699,121,Fracture of upper limb,RVJ,NORTH BRISTOL NHS TRUST,557,8,8.5994
I00699,121,Fracture of upper limb,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,579,*,5.6202
I00699,121,Fracture of upper limb,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,348,*,2.5999
I00699,121,Fracture of upper limb,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,662,*,3.2607
I00699,121,Fracture of upper limb,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,989,7,6.5787
I00699,121,Fracture of upper limb,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,697,*,6.2455
I00699,121,Fracture of upper limb,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,410,*,3.044
I00699,121,Fracture of upper limb,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,631,0,2.7025
I00699,121,Fracture of upper limb,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,784,8,10.407
I00699,121,Fracture of upper limb,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,1288,12,13.9207
I00699,121,Fracture of upper limb,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,978,8,9.9038
I00699,121,Fracture of upper limb,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,1051,11,7.6398
I00699,121,Fracture of upper limb,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,587,6,7.2971
I00699,121,Fracture of upper limb,RHU,PORTSMOUTH HOSPITALS NHS TRUST,906,6,8.9717
I00699,121,Fracture of upper limb,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,648,7,5.6879
I00699,121,Fracture of upper limb,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,834,*,7.7503
I00699,121,Fracture of upper limb,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,616,12,7.5059
I00699,121,Fracture of upper limb,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,847,*,7.7642
I00699,121,Fracture of upper limb,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,410,7,5.4143
I00699,121,Fracture of upper limb,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,518,*,5.6772
I00699,121,Fracture of upper limb,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,516,7,7.7197
I00699,121,Fracture of upper limb,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,388,7,4.6725
I00699,121,Fracture of upper limb,RNZ,SALISBURY NHS FOUNDATION TRUST,636,*,4.3386
I00699,121,Fracture of upper limb,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,500,10,4.2526
I00699,121,Fracture of upper limb,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,499,13,7.7009
I00699,121,Fracture of upper limb,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,497,9,5.2171
I00699,121,Fracture of upper limb,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,606,*,4.0836
I00699,121,Fracture of upper limb,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,828,*,3.9708
I00699,121,Fracture of upper limb,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,150,*,2.2898
I00699,121,Fracture of upper limb,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,478,7,5.4138
I00699,121,Fracture of upper limb,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,559,8,7.6947
I00699,121,Fracture of upper limb,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,239,0,3.159
I00699,121,Fracture of upper limb,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,985,6,6.2741
I00699,121,Fracture of upper limb,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,765,*,5.882
I00699,121,Fracture of upper limb,RWJ,STOCKPORT NHS FOUNDATION TRUST,636,11,5.9008
I00699,121,Fracture of upper limb,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,587,7,6.3221
I00699,121,Fracture of upper limb,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,299,*,2.3635
I00699,121,Fracture of upper limb,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,587,*,5.9008
I00699,121,Fracture of upper limb,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,595,*,6.8087
I00699,121,Fracture of upper limb,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,330,*,3.1712
I00699,121,Fracture of upper limb,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,913,7,5.8401
I00699,121,Fracture of upper limb,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,496,*,2.7359
I00699,121,Fracture of upper limb,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",370,6,4.5651
I00699,121,Fracture of upper limb,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,394,7,2.9674
I00699,121,Fracture of upper limb,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,201,*,5.2246
I00699,121,Fracture of upper limb,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,412,*,4.4604
I00699,121,Fracture of upper limb,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,392,6,4.0803
I00699,121,Fracture of upper limb,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,962,8,7.4673
I00699,121,Fracture of upper limb,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,490,*,3.099
I00699,121,Fracture of upper limb,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,914,9,9.8428
I00699,121,Fracture of upper limb,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1923,19,16.9686
I00699,121,Fracture of upper limb,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,808,*,5.1949
I00699,121,Fracture of upper limb,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,1200,13,9.9601
I00699,121,Fracture of upper limb,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,1222,16,12.4411
I00699,121,Fracture of upper limb,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,1066,14,9.8544
I00699,121,Fracture of upper limb,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,676,*,6.2449
I00699,121,Fracture of upper limb,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,898,6,6.8615
I00699,121,Fracture of upper limb,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,518,*,6.4803
I00699,121,Fracture of upper limb,RBK,WALSALL HEALTHCARE NHS TRUST,349,7,2.3392
I00699,121,Fracture of upper limb,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,454,7,4.2598
I00699,121,Fracture of upper limb,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,618,6,7.2659
I00699,121,Fracture of upper limb,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,309,6,2.9493
I00699,121,Fracture of upper limb,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,1021,23,13.6
I00699,121,Fracture of upper limb,RA3,WESTON AREA HEALTH NHS TRUST,116,10,2.4972
I00699,121,Fracture of upper limb,RKE,WHITTINGTON HEALTH NHS TRUST,351,0,2.4672
I00699,121,Fracture of upper limb,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,496,7,7.2091
I00699,121,Fracture of upper limb,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,750,*,6.8508
I00699,121,Fracture of upper limb,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",377,*,3.5574
I00699,121,Fracture of upper limb,RLQ,WYE VALLEY NHS TRUST,265,*,2.6736
I00699,121,Fracture of upper limb,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,403,*,3.4126
I00699,121,Fracture of upper limb,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,793,9,9.5062
I00699,122,Fracture of lower limb,REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,608,6,6.0793
I00699,122,Fracture of lower limb,RCF,AIREDALE NHS FOUNDATION TRUST,280,*,4.173
I00699,122,Fracture of lower limb,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,350,6,5.1969
I00699,122,Fracture of lower limb,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",553,10,7.9889
I00699,122,Fracture of lower limb,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,376,*,4.4078
I00699,122,Fracture of lower limb,R1H,BARTS HEALTH NHS TRUST,1161,11,8.3935
I00699,122,Fracture of lower limb,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,423,*,5.0599
I00699,122,Fracture of lower limb,RC1,BEDFORD HOSPITAL NHS TRUST,270,*,3.2163
I00699,122,Fracture of lower limb,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,401,9,5.895
I00699,122,Fracture of lower limb,RMC,BOLTON NHS FOUNDATION TRUST,375,*,3.5279
I00699,122,Fracture of lower limb,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,473,*,4.9379
I00699,122,Fracture of lower limb,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,629,6,8.4609
I00699,122,Fracture of lower limb,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,403,*,4.7592
I00699,122,Fracture of lower limb,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,537,*,8.1935
I00699,122,Fracture of lower limb,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,638,10,6.3667
I00699,122,Fracture of lower limb,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,652,*,5.4453
I00699,122,Fracture of lower limb,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,340,*,5.6325
I00699,122,Fracture of lower limb,RLN,CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST,351,*,4.3592
I00699,122,Fracture of lower limb,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,351,8,4.5207
I00699,122,Fracture of lower limb,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,730,6,10.7861
I00699,122,Fracture of lower limb,RJ6,CROYDON HEALTH SERVICES NHS TRUST,318,*,4.0794
I00699,122,Fracture of lower limb,RN7,DARTFORD AND GRAVESHAM NHS TRUST,332,*,3.0893
I00699,122,Fracture of lower limb,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,659,*,8.1361
I00699,122,Fracture of lower limb,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,273,*,3.3601
I00699,122,Fracture of lower limb,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,443,8,4.4848
I00699,122,Fracture of lower limb,RJN,EAST CHESHIRE NHS TRUST,211,*,2.4204
I00699,122,Fracture of lower limb,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,754,11,10.1901
I00699,122,Fracture of lower limb,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,577,9,6.687
I00699,122,Fracture of lower limb,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,746,13,10.3973
I00699,122,Fracture of lower limb,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,455,7,6.9022
I00699,122,Fracture of lower limb,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,417,10,5.5213
I00699,122,Fracture of lower limb,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,960,16,11.1313
I00699,122,Fracture of lower limb,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,317,*,4.583
I00699,122,Fracture of lower limb,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,261,*,3.0207
I00699,122,Fracture of lower limb,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,750,10,8.4367
I00699,122,Fracture of lower limb,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,443,*,5.8663
I00699,122,Fracture of lower limb,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,472,*,3.2617
I00699,122,Fracture of lower limb,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,490,6,6.2929
I00699,122,Fracture of lower limb,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,237,*,3.4954
I00699,122,Fracture of lower limb,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,236,0,1.5859
I00699,122,Fracture of lower limb,RWA,HULL AND EAST YORKSHIRE HOSPITALS NHS TRUST,606,*,6.8513
I00699,122,Fracture of lower limb,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,585,7,5.6904
I00699,122,Fracture of lower limb,R1F,ISLE OF WIGHT NHS TRUST,163,*,2.7146
I00699,122,Fracture of lower limb,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,241,*,4.0378
I00699,122,Fracture of lower limb,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,340,*,3.7247
I00699,122,Fracture of lower limb,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,889,*,10.3397
I00699,122,Fracture of lower limb,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,310,*,4.4456
I00699,122,Fracture of lower limb,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,421,13,5.4381
I00699,122,Fracture of lower limb,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,1198,11,10.4352
I00699,122,Fracture of lower limb,RJ2,LEWISHAM AND GREENWICH NHS TRUST,706,9,6.6778
I00699,122,Fracture of lower limb,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,717,8,7.9951
I00699,122,Fracture of lower limb,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,369,*,4.9676
I00699,122,Fracture of lower limb,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,726,*,7.8143
I00699,122,Fracture of lower limb,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,1027,10,7.7403
I00699,122,Fracture of lower limb,RPA,MEDWAY NHS FOUNDATION TRUST,449,*,4.7284
I00699,122,Fracture of lower limb,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,285,*,3.7323
I00699,122,Fracture of lower limb,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,382,*,4.8497
I00699,122,Fracture of lower limb,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,729,7,7.3911
I00699,122,Fracture of lower limb,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,292,*,3.3729
I00699,122,Fracture of lower limb,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,616,*,7.7099
I00699,122,Fracture of lower limb,RVJ,NORTH BRISTOL NHS TRUST,559,16,8.1045
I00699,122,Fracture of lower limb,RNL,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,398,*,4.1261
I00699,122,Fracture of lower limb,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,340,0,2.6487
I00699,122,Fracture of lower limb,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,395,*,4.711
I00699,122,Fracture of lower limb,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,599,9,5.3754
I00699,122,Fracture of lower limb,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,360,*,4.5344
I00699,122,Fracture of lower limb,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,240,*,2.8223
I00699,122,Fracture of lower limb,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,438,9,6.1607
I00699,122,Fracture of lower limb,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,573,10,9.1826
I00699,122,Fracture of lower limb,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,876,13,11.8723
I00699,122,Fracture of lower limb,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,706,9,8.5843
I00699,122,Fracture of lower limb,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,921,7,10.3308
I00699,122,Fracture of lower limb,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,561,12,10.2661
I00699,122,Fracture of lower limb,RHU,PORTSMOUTH HOSPITALS NHS TRUST,592,7,7.1482
I00699,122,Fracture of lower limb,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,473,*,5.7217
I00699,122,Fracture of lower limb,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,702,11,9.2575
I00699,122,Fracture of lower limb,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,547,13,6.8712
I00699,122,Fracture of lower limb,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,630,6,10.4458
I00699,122,Fracture of lower limb,RQ6,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,575,6,5.0489
I00699,122,Fracture of lower limb,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,338,*,3.5094
I00699,122,Fracture of lower limb,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,459,*,5.2414
I00699,122,Fracture of lower limb,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,357,*,4.1984
I00699,122,Fracture of lower limb,RNZ,SALISBURY NHS FOUNDATION TRUST,320,*,3.7922
I00699,122,Fracture of lower limb,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,434,6,4.1799
I00699,122,Fracture of lower limb,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,869,10,7.1691
I00699,122,Fracture of lower limb,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,414,6,5.9038
I00699,122,Fracture of lower limb,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,635,6,8.1917
I00699,122,Fracture of lower limb,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,559,11,5.2445
I00699,122,Fracture of lower limb,RE9,SOUTH TYNESIDE NHS FOUNDATION TRUST,139,*,2.3898
I00699,122,Fracture of lower limb,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,299,0,3.3372
I00699,122,Fracture of lower limb,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,341,*,4.9359
I00699,122,Fracture of lower limb,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,226,*,3.078
I00699,122,Fracture of lower limb,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,648,7,5.158
I00699,122,Fracture of lower limb,RBN,ST HELENS AND KNOWSLEY HOSPITAL SERVICES NHS TRUST,435,6,5.3723
I00699,122,Fracture of lower limb,RWJ,STOCKPORT NHS FOUNDATION TRUST,501,7,4.4642
I00699,122,Fracture of lower limb,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,457,6,4.7403
I00699,122,Fracture of lower limb,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,243,*,2.3414
I00699,122,Fracture of lower limb,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,387,*,5.6664
I00699,122,Fracture of lower limb,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,454,8,6.2161
I00699,122,Fracture of lower limb,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,295,*,3.404
I00699,122,Fracture of lower limb,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,606,7,5.9423
I00699,122,Fracture of lower limb,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,288,*,2.566
I00699,122,Fracture of lower limb,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",249,*,2.9072
I00699,122,Fracture of lower limb,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,289,*,3.5692
I00699,122,Fracture of lower limb,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,133,0,3.2517
I00699,122,Fracture of lower limb,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,372,*,4.943
I00699,122,Fracture of lower limb,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,348,*,5.2093
I00699,122,Fracture of lower limb,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,645,7,7.8658
I00699,122,Fracture of lower limb,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,327,*,2.492
I00699,122,Fracture of lower limb,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,696,14,8.8948
I00699,122,Fracture of lower limb,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,1473,28,19.2516
I00699,122,Fracture of lower limb,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,514,*,3.6032
I00699,122,Fracture of lower limb,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,711,11,7.5746
I00699,122,Fracture of lower limb,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,838,6,13.1117
I00699,122,Fracture of lower limb,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,738,8,9.6742
I00699,122,Fracture of lower limb,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,490,6,7.565
I00699,122,Fracture of lower limb,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,739,7,8.5974
I00699,122,Fracture of lower limb,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,567,9,6.4451
I00699,122,Fracture of lower limb,RBK,WALSALL HEALTHCARE NHS TRUST,296,7,3.0849
I00699,122,Fracture of lower limb,RWW,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,331,*,3.6462
I00699,122,Fracture of lower limb,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,454,6,4.8807
I00699,122,Fracture of lower limb,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,354,*,5.3496
I00699,122,Fracture of lower limb,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,644,9,9.6366
I00699,122,Fracture of lower limb,RA3,WESTON AREA HEALTH NHS TRUST,172,*,2.7953
I00699,122,Fracture of lower limb,RKE,WHITTINGTON HEALTH NHS TRUST,250,*,2.1755
I00699,122,Fracture of lower limb,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,371,*,5.7392
I00699,122,Fracture of lower limb,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,581,11,8.9567
I00699,122,Fracture of lower limb,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",319,*,3.6621
I00699,122,Fracture of lower limb,RLQ,WYE VALLEY NHS TRUST,275,*,3.4072
I00699,122,Fracture of lower limb,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,247,*,3.9056
I00699,122,Fracture of lower limb,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,671,9,9.5504
I00699,123,"Joint disorders, fractures & sprains",REM,AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,1324,17,20.6536
I00699,123,"Joint disorders, fractures & sprains",RCF,AIREDALE NHS FOUNDATION TRUST,293,*,10.2637
I00699,123,"Joint disorders, fractures & sprains",RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,436,10,14.6069
I00699,123,"Joint disorders, fractures & sprains",RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",700,19,19.3111
I00699,123,"Joint disorders, fractures & sprains",RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,415,*,9.7411
I00699,123,"Joint disorders, fractures & sprains",R1H,BARTS HEALTH NHS TRUST,2027,26,31.7931
I00699,123,"Joint disorders, fractures & sprains",RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,643,17,16.8857
I00699,123,"Joint disorders, fractures & sprains",RC1,BEDFORD HOSPITAL NHS TRUST,329,*,9.4166
I00699,123,"Joint disorders, fractures & sprains",RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,483,22,17.385
I00699,123,"Joint disorders, fractures & sprains",RMC,BOLTON NHS FOUNDATION TRUST,429,*,10.9716
I00699,123,"Joint disorders, fractures & sprains",RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,933,14,13.7537
I00699,123,"Joint disorders, fractures & sprains",RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,1155,34,28.9623
I00699,123,"Joint disorders, fractures & sprains",RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,499,7,12.3514
I00699,123,"Joint disorders, fractures & sprains",RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,637,17,18.5614
